School Name,District ID,School ID,NCES ID,Course ID,Course Name
Academy for Math Engineering & Science,110575,110575,00904,35020000007,Exploring Computer Science I  (CS)
Academy for Math Engineering & Science,110575,110575,00904,35020000030,Computer Programming I
Academy for Math Engineering & Science,110575,110575,00904,35020000034,A.P. Computer Science Principles
Albert R. Lyman Middle,880,889,00526,35020000003,Creative Coding
Alta High,186056,733,00659,35020000007,Exploring Computer Science I  (CS)
Alta High,186056,733,00659,35020000030,Computer Programming I
Alta High,186056,733,00659,35020000034,A.P. Computer Science Principles
Alta High,186056,733,00659,35020000035,Computer Science Principles
Alta High,186056,733,00659,35020013032,Computer Programming 2 CE
Alta High,186056,733,00659,38010000031,Robotics 1
American Academy of Innovation,186429,186430,01483,35020000003,Creative Coding
American Fork High,122,180,00002,35020000030,Computer Programming I
American Fork High,122,180,00002,35020000034,A.P. Computer Science Principles
American Fork High,122,180,00002,35020000035,Computer Science Principles
American Fork High,122,180,00002,35020000040,Computer Programming Advanced
American Fork High,122,180,00002,38010000031,Robotics 1
American Fork Jr High,122,168,00003,35020000007,Exploring Computer Science I  (CS)
American Leadership Academy,165615,165615,01056,35020000007,Exploring Computer Science I  (CS)
American Leadership Academy,165615,165615,01056,38010000031,Robotics 1
American Preparatory Academy - Draper #3,110573,186376,01471,35020000035,Computer Science Principles
Arizona State University Prep Digital Powered by Juab,765,186656,,35020000032,Computer Programming 2
Arizona State University Prep Digital Powered by Juab,765,186656,,35020000035,Computer Science Principles
Ascent Academies of Utah Farmington,186351,186352,01453,35020000003,Creative Coding
Athenian eAcademy,186387,186388,01473,35020000007,Exploring Computer Science I  (CS)
Athlos Academy of Utah,186444,186445,01503,35020000003,Creative Coding
Athlos Academy of Utah,186444,186445,01503,35020000007,Exploring Computer Science I  (CS)
Bear River High,205,235,00043,35020000030,Computer Programming I
Bear River High,205,235,00043,35020000035,Computer Science Principles
Bear River High,205,235,00043,38010000031,Robotics 1
Bear River Middle,205,233,00044,35020000007,Exploring Computer Science I  (CS)
Beaver High,197,202,00036,35020000004,Intro to Python 1
Beaver High,197,202,00036,35020000006,Intro to Python 2
Beehive Science & Technology Academy,165610,165610,01060,35020000003,Creative Coding
Beehive Science & Technology Academy,165610,165610,01060,35020000007,Exploring Computer Science I  (CS)
Beehive Science & Technology Academy,165610,165610,01060,35020000030,Computer Programming I
Beehive Science & Technology Academy,165610,165610,01060,35020000034,A.P. Computer Science Principles
Beehive Science & Technology Academy,165610,165610,01060,35020000035,Computer Science Principles
Ben Lomond High,1183,1208,01281,35020000030,Computer Programming I
Ben Lomond High,1183,1208,01281,35020013035,Computer Science Principles CE
Ben Lomond High,1183,1208,01281,38010000031,Robotics 1
Ben Lomond High,1183,1208,01281,38010000032,Robotics 2
Bingham High,653,735,00289,35020000007,Exploring Computer Science I  (CS)
Bingham High,653,735,00289,35020000030,Computer Programming I
Bingham High,653,735,00289,35020000040,Computer Programming Advanced
Bingham High,653,735,00289,35020013030,Computer Programming I CE
Bingham High,653,735,00289,35020013040,Computer Programming Advanced CE
Bingham High,653,735,00289,38010000031,Robotics 1
Blue Peak High,947,967,00698,35020000007,Exploring Computer Science I  (CS)
Blue Peak High,947,967,00698,35020000035,Computer Science Principles
Bonneville High,1050,1093,00613,35020000007,Exploring Computer Science I  (CS)
Bonneville High,1050,1093,00613,35020000032,Computer Programming 2
Bonneville High,1050,1093,00613,35020000035,Computer Science Principles
Bonneville High,1050,1093,00613,35020011035,Computer Science Principles UTech
Bonneville Jr High,480,553,00200,35020000003,Creative Coding
Bountiful High,308,390,00105,35020000007,Exploring Computer Science I  (CS)
Bountiful High,308,390,00105,35020000030,Computer Programming I
Bountiful High,308,390,00105,35020000040,Computer Programming Advanced
Bountiful High,308,390,00105,35020013030,Computer Programming I CE
Bountiful High,308,390,00105,35020013035,Computer Science Principles CE
Bountiful Jr High,308,360,00106,35020000003,Creative Coding
Bountiful Jr High,308,360,00106,35020000007,Exploring Computer Science I  (CS)
Box Elder High,205,236,00046,35020000030,Computer Programming I
Box Elder High,205,236,00046,35020000032,Computer Programming 2
Box Elder High,205,236,00046,35020000035,Computer Science Principles
Box Elder High,205,236,00046,38010000031,Robotics 1
Box Elder High,205,236,00046,38010000032,Robotics 2
Box Elder Middle,205,234,00047,35020000003,Creative Coding
Box Elder Middle,205,234,00047,35020000007,Exploring Computer Science I  (CS)
Brighton High,186056,736,00291,35020000007,Exploring Computer Science I  (CS)
Brighton High,186056,736,00291,35020000030,Computer Programming I
Brighton High,186056,736,00291,35020000034,A.P. Computer Science Principles
Brighton High,186056,736,00291,35020000041,A.P.  Computer Science
Brighton High,186056,736,00291,35020013032,Computer Programming 2 CE
Brighton High,186056,736,00291,38010000031,Robotics 1
Bryce Valley High,456,464,00184,35020000003,Creative Coding
Butler Middle,186056,713,00293,35020000003,Creative Coding
Canyon View High,635,651,00473,35020000035,Computer Science Principles
Canyon View High,635,651,00473,38010000031,Robotics 1
Canyon View Middle,635,185811,01122,35020000003,Creative Coding
Canyon View Middle,635,185811,01122,35020000004,Intro to Python 1
Canyon View Middle School,442,451,00174,35020000003,Creative Coding
Canyon View Middle School,442,451,00174,35020000004,Intro to Python 1
Carbon High,279,293,00089,35020000007,Exploring Computer Science I  (CS)
Carbon High,279,293,00089,35020000030,Computer Programming I
Carbon High,279,293,00089,38010000031,Robotics 1
Cedar City High,635,649,00278,35020000030,Computer Programming I
Cedar Middle,635,645,00280,35020000003,Creative Coding
Cedar Valley High,122,186536,01538,35020000007,Exploring Computer Science I  (CS)
Cedar Valley High,122,186536,01538,35020000030,Computer Programming I
Cedar Valley High,122,186536,01538,35020000037,Algorithms & Data Structures
Cedar Valley High,122,186536,01538,35020000040,Computer Programming Advanced
Cedar Valley High,122,186536,01538,35020013037,Algorithms & Data Structures CE
Cedar Valley High,122,186536,01538,35020013040,Computer Programming Advanced CE
Cedar Valley High,122,186536,01538,38010000031,Robotics 1
Centennial Jr High,308,186244,01403,35020000003,Creative Coding
Centennial Jr High,308,186244,01403,35020000007,Exploring Computer Science I  (CS)
Centennial Middle,1222,1237,00438,35020000003,Creative Coding
Centerville Jr High,308,361,00109,35020000003,Creative Coding
Centerville Jr High,308,361,00109,35020000007,Exploring Computer Science I  (CS)
Central Davis Jr High,308,362,00111,35020000003,Creative Coding
Central Davis Jr High,308,362,00111,35020000007,Exploring Computer Science I  (CS)
Channing Hall,185802,185802,01130,35020000009,Computer Science Investigations
Churchill Jr High,480,556,00205,35020000003,Creative Coding
City Academy,10527,10527,00742,35020000035,Computer Science Principles
Clarke N. Johnsen Jr High,947,185679,01263,35020000003,Creative Coding
Clayton Middle,1107,1144,00480,35020000003,Creative Coding
Clearfield High,308,391,00112,35020000007,Exploring Computer Science I  (CS)
Clearfield High,308,391,00112,35020000030,Computer Programming I
Clearfield High,308,391,00112,35020000040,Computer Programming Advanced
Clearfield High,308,391,00112,35020013030,Computer Programming I CE
Clearfield High,308,391,00112,38010000031,Robotics 1
Copper Hills High,653,734,00346,35020000007,Exploring Computer Science I  (CS)
Copper Hills High,653,734,00346,35020000030,Computer Programming I
Copper Hills High,653,734,00346,35020000034,A.P. Computer Science Principles
Copper Hills High,653,734,00346,35020013030,Computer Programming I CE
Copper Hills High,653,734,00346,35020013040,Computer Programming Advanced CE
Copper Hills High,653,734,00346,38010000031,Robotics 1
Copper Hills High,653,734,00346,38010000032,Robotics 2
Copper Mountain Middle,653,186326,01459,35020000003,Creative Coding
Corner Canyon High,186056,186286,01428,35020000007,Exploring Computer Science I  (CS)
Corner Canyon High,186056,186286,01428,35020000030,Computer Programming I
Corner Canyon High,186056,186286,01428,35020000034,A.P. Computer Science Principles
Corner Canyon High,186056,186286,01428,35020000041,A.P.  Computer Science
Corner Canyon High,186056,186286,01428,35020013032,Computer Programming 2 CE
Corner Canyon High,186056,186286,01428,38010000031,Robotics 1
Cottonwood High,480,598,00207,35020000007,Exploring Computer Science I  (CS)
Crimson Cliffs High,1002,186592,01559,35020000030,Computer Programming I
Crimson Cliffs High,1002,186592,01559,35020000034,A.P. Computer Science Principles
Crimson Cliffs High,1002,186592,01559,35020000035,Computer Science Principles
Crimson Cliffs Middle,1002,186545,01549,35020000004,Intro to Python 1
Cyprus High,480,599,00210,35020000007,Exploring Computer Science I  (CS)
Cyprus High,480,599,00210,35020000034,A.P. Computer Science Principles
Davinci Academy,125578,125578,00995,35020000003,Creative Coding
Davinci Academy,125578,125578,00995,35020000007,Exploring Computer Science I  (CS)
Davinci Academy,125578,125578,00995,38010000031,Robotics 1
Davis Connect 7-12,308,186611,01598,35020000003,Creative Coding
Davis Connect 7-12,308,186611,01598,35020000007,Exploring Computer Science I  (CS)
Davis Connect 7-12,308,186611,01598,35020000030,Computer Programming I
Davis High,308,392,00115,35020000007,Exploring Computer Science I  (CS)
Davis High,308,392,00115,35020000030,Computer Programming I
Davis High,308,392,00115,35020000040,Computer Programming Advanced
Davis High,308,392,00115,35020011035,Computer Science Principles UTech
Davis High,308,392,00115,35020013030,Computer Programming I CE
Davis High,308,392,00115,35020013040,Computer Programming Advanced CE
Davis High,308,392,00115,38010000031,Robotics 1
Davis High,308,392,00115,38010000032,Robotics 2
Delta High,783,790,00356,38010000031,Robotics 1
Delta High,783,790,00356,38010000032,Robotics 2
Delta Middle,783,186132,00357,35020000003,Creative Coding
Desert Hills High,1002,186047,01290,35020000030,Computer Programming I
Desert Hills High,1002,186047,01290,35020000032,Computer Programming 2
Desert Hills High,1002,186047,01290,35020000035,Computer Science Principles
Desert Hills Middle,1002,185853,01226,35020000004,Intro to Python 1
Desert Hills Middle,1002,185853,01226,35020000006,Intro to Python 2
Diamond Ridge High School,186056,186438,01504,35020000007,Exploring Computer Science I  (CS)
Diamond Ridge High School,186056,186438,01504,35020000034,A.P. Computer Science Principles
Diamond Ridge High School,186056,186438,01504,35020013032,Computer Programming 2 CE
Dixie High,1002,1032,00597,35020000007,Exploring Computer Science I  (CS)
Dixie High,1002,1032,00597,35020000030,Computer Programming I
Dixie Middle,1002,1023,00805,35020000003,Creative Coding
Dixie Middle,1002,1023,00805,35020000004,Intro to Python 1
Dixie Middle,1002,1023,00805,35020000006,Intro to Python 2
Dixon Middle,1222,1238,00452,35020000003,Creative Coding
Draper Park Middle,186056,718,00875,35020000003,Creative Coding
Duchesne High,422,435,00162,35020000003,Creative Coding
Duchesne High,422,435,00162,35020000030,Computer Programming I
Duchesne High,422,435,00162,35020000035,Computer Science Principles
Dugway,947,186456,01508,35020000003,Creative Coding
Early Light Academy at Daybreak,186110,186110,01268,35020000003,Creative Coding
Early Light Academy at Daybreak,186110,186110,01268,35020000035,Computer Science Principles
East High,1107,1154,00486,35020000007,Exploring Computer Science I  (CS)
East High,1107,1154,00486,38010000031,Robotics 1
East High,1107,1154,00486,38010000032,Robotics 2
Ecker Hill Middle,856,862,00485,35020000003,Creative Coding
Eisenhower Jr High,480,557,00215,35020000003,Creative Coding
Elk Ridge Middle,653,724,00195,35020000004,Intro to Python 1
Emery High,442,454,00178,35020000030,Computer Programming I
Emery High,442,454,00178,35020000034,A.P. Computer Science Principles
Emery High,442,454,00178,35020000035,Computer Science Principles
Emery High,442,454,00178,38010000031,Robotics 1
Enterprise High,1002,1033,00599,35020000007,Exploring Computer Science I  (CS)
Escalante High,456,465,00186,35020000007,Exploring Computer Science I  (CS)
Evergreen Jr High,480,558,00216,35020000003,Creative Coding
Fairfield Jr High,308,359,00169,35020000003,Creative Coding
Fairfield Jr High,308,359,00169,35020000007,Exploring Computer Science I  (CS)
Farmington High,308,186535,01537,35020000007,Exploring Computer Science I  (CS)
Farmington High,308,186535,01537,35020000030,Computer Programming I
Farmington High,308,186535,01537,35020000035,Computer Science Principles
Farmington High,308,186535,01537,35020000040,Computer Programming Advanced
Farmington High,308,186535,01537,35020013030,Computer Programming I CE
Farmington High,308,186535,01537,38010000031,Robotics 1
Farmington High,308,186535,01537,38010000032,Robotics 2
Farmington Jr High,308,363,00749,35020000003,Creative Coding
Farmington Jr High,308,363,00749,35020000007,Exploring Computer Science I  (CS)
Fillmore Middle,783,789,00798,35020000003,Creative Coding
Fillmore Middle,783,789,00798,35020000007,Exploring Computer Science I  (CS)
Fort Herriman Middle,653,175616,01075,35020000003,Creative Coding
Fort Herriman Middle,653,175616,01075,35020000004,Intro to Python 1
Fort Herriman Middle,653,175616,01075,35020000006,Intro to Python 2
Fort Herriman Middle,653,175616,01075,35020000007,Exploring Computer Science I  (CS)
Fossil Ridge Intermediate,1002,130588,01076,35020000003,Creative Coding
Freedom Preparatory Academy,110574,110574,00992,35020000003,Creative Coding
Freedom Preparatory Academy,110574,110574,00992,35020000007,Exploring Computer Science I  (CS)
Freedom Preparatory Academy,110574,110574,00992,35020000030,Computer Programming I
Fremont High,1050,1095,00221,35020000007,Exploring Computer Science I  (CS)
Fremont High,1050,1095,00221,35020000032,Computer Programming 2
Fremont High,1050,1095,00221,35020000035,Computer Science Principles
Glendale Middle,1107,1145,00492,35020000003,Creative Coding
Grand County High,468,473,00191,38010000031,Robotics 1
Granger High,480,600,00218,35020000007,Exploring Computer Science I  (CS)
Granger High,480,600,00218,35020000030,Computer Programming I
Granite Park Jr High,480,559,00223,35020000003,Creative Coding
Granite Technical Institute,480,185614,01119,35020000030,Computer Programming I
Granite Technical Institute,480,185614,01119,35020000032,Computer Programming 2
Granite Technical Institute,480,185614,01119,38010000031,Robotics 1
Granite Technical Institute,480,185614,01119,38010000032,Robotics 2
Grantsville High,947,964,00566,35020000007,Exploring Computer Science I  (CS)
Grantsville High,947,964,00566,35020000030,Computer Programming I
Grantsville Jr High,947,960,00784,35020000003,Creative Coding
Green Canyon High School,243,186473,01512,35020000007,Exploring Computer Science I  (CS)
Green Canyon High School,243,186473,01512,35020000030,Computer Programming I
Green Canyon High School,243,186473,01512,35020000032,Computer Programming 2
Green Canyon High School,243,186473,01512,35020000041,A.P.  Computer Science
Green Canyon High School,243,186473,01512,35020013032,Computer Programming 2 CE
Green Canyon High School,243,186473,01512,38010000031,Robotics 1
Green River High,442,453,00179,35020000003,Creative Coding
Green River High,442,453,00179,35020000030,Computer Programming I
Green River High,442,453,00179,38010000031,Robotics 1
Gunnison Valley High,921,928,00550,35020000035,Computer Science Principles
Hawthorn Academy West Jordan,186112,186112,01298,35020000004,Intro to Python 1
Hawthorn Academy West Jordan,186112,186112,01298,35020000007,Exploring Computer Science I  (CS)
Helper Middle,279,289,00092,35020000003,Creative Coding
Herriman High,653,186149,01338,35020000030,Computer Programming I
Herriman High,653,186149,01338,35020000034,A.P. Computer Science Principles
Herriman High,653,186149,01338,35020000041,A.P.  Computer Science
Herriman High,653,186149,01338,35020013030,Computer Programming I CE
Herriman High,653,186149,01338,35020013040,Computer Programming Advanced CE
Herriman High,653,186149,01338,38010000031,Robotics 1
Hidden Valley Middle,653,186533,01541,35020000004,Intro to Python 1
Hidden Valley Middle,653,186533,01541,35020000007,Exploring Computer Science I  (CS)
Highland High,1107,1155,00496,35020000007,Exploring Computer Science I  (CS)
Highland High,1107,1155,00496,35020000030,Computer Programming I
Highland Junior High,1183,1204,01294,35020000003,Creative Coding
Highland Junior High,1183,1204,01294,35020000004,Intro to Python 1
Highland Junior High,1183,1204,01294,35020000007,Exploring Computer Science I  (CS)
Hillcrest High,186056,737,00305,35020000007,Exploring Computer Science I  (CS)
Hillcrest High,186056,737,00305,35020000030,Computer Programming I
Hillcrest High,186056,737,00305,35020000032,Computer Programming 2
Hillcrest High,186056,737,00305,35020000034,A.P. Computer Science Principles
Hillcrest High,186056,737,00305,35020000050,IB Computer Science SL 1
Hillcrest High,186056,737,00305,35020000051,IB Computer Science SL 2
Hillcrest High,186056,737,00305,35020000052,IB Computer Science HL 1
Hillcrest High,186056,737,00305,35020000053,IB Computer Science HL 2
Hillcrest High,186056,737,00305,35020013032,Computer Programming 2 CE
Hillcrest High,186056,737,00305,38010000031,Robotics 1
Hillcrest Jr High,1275,1286,00369,35020000007,Exploring Computer Science I  (CS)
Horizonte Instruction & Training Center,1107,1161,00732,35020000007,Exploring Computer Science I  (CS)
Hunter High,480,601,00898,35020000007,Exploring Computer Science I  (CS)
Hunter High,480,601,00898,35020000030,Computer Programming I
Hunter High,480,601,00898,35020000035,Computer Science Principles
Hunter High,480,601,00898,38010000031,Robotics 1
Hunter High,480,601,00898,38010000032,Robotics 2
Hunter Jr High,480,560,00829,35020000003,Creative Coding
Hurricane High,1002,1025,00601,35020000030,Computer Programming I
Hurricane High,1002,1025,00601,35020000032,Computer Programming 2
Hurricane Intermediate,1002,185818,01134,35020000003,Creative Coding
Hurricane Middle,1002,1024,00702,35020000004,Intro to Python 1
Hurricane Middle,1002,1024,00702,35020000006,Intro to Python 2
Independence High,1222,1250,00836,35020000007,Exploring Computer Science I  (CS)
Innovations High School,1107,186280,01422,35020000007,Exploring Computer Science I  (CS)
Intech Collegiate Academy,185804,185804,01129,35020000030,Computer Programming I
Intech Collegiate Academy,185804,185804,01129,35020000032,Computer Programming 2
Intech Collegiate Academy,185804,185804,01129,35020000040,Computer Programming Advanced
Intech Collegiate Academy,185804,185804,01129,35020011035,Computer Science Principles UTech
Intech Collegiate Academy,185804,185804,01129,38010000031,Robotics 1
Intech Collegiate Academy,185804,185804,01129,38010000032,Robotics 2
Itineris Early College High,125580,125580,00997,35020000034,A.P. Computer Science Principles
Itineris Early College High,125580,125580,00997,35020013035,Computer Science Principles CE
Jean Massieu School for the Deaf,1296,5491,01377,35020000007,Exploring Computer Science I  (CS)
Joel P. Jensen Middle,653,717,00816,35020000007,Exploring Computer Science I  (CS)
John F. Kennedy Jr High,480,563,00233,35020000003,Creative Coding
Jordan High,186056,738,00307,35020000007,Exploring Computer Science I  (CS)
Jordan High,186056,738,00307,35020000030,Computer Programming I
Jordan High,186056,738,00307,35020000034,A.P. Computer Science Principles
Jordan High,186056,738,00307,35020000035,Computer Science Principles
Jordan High,186056,738,00307,35020013032,Computer Programming 2 CE
Juab High,765,770,00334,35020000007,Exploring Computer Science I  (CS)
Juab High,765,770,00334,35020000030,Computer Programming I
Juab Jr High,765,769,00952,35020000003,Creative Coding
Kanab High,772,779,00339,35020000004,Intro to Python 1
Kanab Middle,772,778,00796,35020000004,Intro to Python 1
Karl G. Maeser Preparatory Academy,185835,185835,01175,35020000030,Computer Programming I
Karl G. Maeser Preparatory Academy,185835,185835,01175,35020000040,Computer Programming Advanced
Kaysville Jr High,308,364,00126,35020000003,Creative Coding
Kaysville Jr High,308,364,00126,35020000007,Exploring Computer Science I  (CS)
Kearns High,480,603,00234,35020000007,Exploring Computer Science I  (CS)
Kearns High,480,603,00234,35020000035,Computer Science Principles
Kearns Jr High,480,562,00235,35020000003,Creative Coding
Kelsey Peak Virtual Middle,653,186636,01612,35020000003,Creative Coding
Kings Peak High,653,186637,01615,35020000007,Exploring Computer Science I  (CS)
Kings Peak High,653,186637,01615,35020000030,Computer Programming I
Kings Peak High,653,186637,01615,35020013030,Computer Programming I CE
Kings Peak High,653,186637,01615,35020013040,Computer Programming Advanced CE
Landmark High,800,832,00387,35020000007,Exploring Computer Science I  (CS)
Lava Ridge Intermediate,1002,40544,00779,35020000003,Creative Coding
Layton High,308,393,00128,35020000007,Exploring Computer Science I  (CS)
Layton High,308,393,00128,35020000030,Computer Programming I
Layton High,308,393,00128,35020000040,Computer Programming Advanced
Layton High,308,393,00128,35020011035,Computer Science Principles UTech
Layton High,308,393,00128,35020013030,Computer Programming I CE
Layton High,308,393,00128,35020013035,Computer Science Principles CE
Layton High,308,393,00128,35020013040,Computer Programming Advanced CE
Leadership Academy of Utah,186459,186460,01516,35020000030,Computer Programming I
Legacy Jr High,308,186116,01275,35020000003,Creative Coding
Lehi High,122,181,00017,35020000030,Computer Programming I
Lehi High,122,181,00017,35020000040,Computer Programming Advanced
Lehi High,122,181,00017,35020013037,Algorithms & Data Structures CE
Lehi High,122,181,00017,35020013040,Computer Programming Advanced CE
Lehi Jr High,122,171,00018,35020000007,Exploring Computer Science I  (CS)
Lehi Jr High,122,171,00018,35020000035,Computer Science Principles
Lincoln Academy,165609,165609,01082,35020000030,Computer Programming I
Logan High,1261,1272,00351,35020000035,Computer Science Principles
Logan High,1261,1272,00351,38010000031,Robotics 1
Lone Peak High,122,182,00445,35020000030,Computer Programming I
Lone Peak High,122,182,00445,35020000035,Computer Science Principles
Lone Peak High,122,182,00445,35020000040,Computer Programming Advanced
Lone Peak High,122,182,00445,35020013040,Computer Programming Advanced CE
Manila High,300,306,00101,35020000003,Creative Coding
Manila High,300,306,00101,35020000007,Exploring Computer Science I  (CS)
Manti High,921,929,00553,35020000030,Computer Programming I
Manti High,921,929,00553,35020000032,Computer Programming 2
Manti High,921,929,00553,35020000035,Computer Science Principles
Maple Mountain High,800,185825,01159,35020000007,Exploring Computer Science I  (CS)
Maple Mountain High,800,185825,01159,35020000035,Computer Science Principles
Maple Mountain High,800,185825,01159,35020013032,Computer Programming 2 CE
Maple Mountain High,800,185825,01159,35020013035,Computer Science Principles CE
Mapleton Junior High,800,185685,01127,35020000007,Exploring Computer Science I  (CS)
Merit College Preparatory Academy,185870,185870,01220,35020000007,Exploring Computer Science I  (CS)
Merit College Preparatory Academy,185870,185870,01220,35020000030,Computer Programming I
Merit College Preparatory Academy,185870,185870,01220,35020000034,A.P. Computer Science Principles
Merit College Preparatory Academy,185870,185870,01220,35020000041,A.P.  Computer Science
Midvale Middle,186056,715,00311,35020000003,Creative Coding
Milford High,197,203,00038,35020000006,Intro to Python 2
Millard High,783,791,00361,35020000030,Computer Programming I
Millard High,783,791,00361,35020000032,Computer Programming 2
Millcreek High,1002,1035,00881,35020000004,Intro to Python 1
Millcreek Jr High,308,365,00133,35020000003,Creative Coding
Monticello High,880,892,00535,35020000004,Intro to Python 1
Monument Valley High,880,893,00802,35020000003,Creative Coding
Monument Valley High,880,893,00802,35020000007,Exploring Computer Science I  (CS)
Morgan High,795,799,00363,35020000007,Exploring Computer Science I  (CS)
Morgan High,795,799,00363,35020000030,Computer Programming I
Morgan High,795,799,00363,35020000035,Computer Science Principles
Morgan High,795,799,00363,35020013035,Computer Science Principles CE
Morgan High,795,799,00363,35020013040,Computer Programming Advanced CE
Morgan Online,795,186653,01623,35020000007,Exploring Computer Science I  (CS)
Mound Fort Junior High,1183,1205,01295,35020000007,Exploring Computer Science I  (CS)
Mount Logan Middle,1261,1271,00352,35020000003,Creative Coding
Mount Logan Middle,1261,1271,00352,38010000031,Robotics 1
Mount Ogden Junior High,1183,1206,01288,35020000003,Creative Coding
Mount Ogden Junior High,1183,1206,01288,35020000004,Intro to Python 1
Mount Ogden Junior High,1183,1206,01288,35020000007,Exploring Computer Science I  (CS)
Mountain Creek Middle School,653,186534,01540,35020000003,Creative Coding
Mountain Creek Middle School,653,186534,01540,35020000007,Exploring Computer Science I  (CS)
Mountain Crest High,243,270,00792,35020000007,Exploring Computer Science I  (CS)
Mountain Crest High,243,270,00792,35020000030,Computer Programming I
Mountain Crest High,243,270,00792,35020000032,Computer Programming 2
Mountain Crest High,243,270,00792,35020000035,Computer Science Principles
Mountain Crest High,243,270,00792,38010000031,Robotics 1
Mountain Crest High,243,270,00792,38010000032,Robotics 2
Mountain Heights Academy,186113,186113,01285,35020000003,Creative Coding
Mountain Heights Academy,186113,186113,01285,35020000007,Exploring Computer Science I  (CS)
Mountain Heights Academy,186113,186113,01285,35020000030,Computer Programming I
Mountain Heights Academy,186113,186113,01285,35020000032,Computer Programming 2
Mountain High,308,400,00823,35020000030,Computer Programming I
Mountain Ridge High ,653,186498,01525,35020000007,Exploring Computer Science I  (CS)
Mountain Ridge High ,653,186498,01525,35020000030,Computer Programming I
Mountain Ridge High ,653,186498,01525,35020000041,A.P.  Computer Science
Mountain Ridge High ,653,186498,01525,35020013030,Computer Programming I CE
Mountain Ridge High ,653,186498,01525,35020013040,Computer Programming Advanced CE
Mountain Ridge Jr High,122,172,00074,35020000007,Exploring Computer Science I  (CS)
Mountain View High,122,183,00706,35020000030,Computer Programming I
Mountain View High,122,183,00706,35020000035,Computer Science Principles
Mountain View High,122,183,00706,35020013035,Computer Science Principles CE
Mountain View High,122,183,00706,38010000031,Robotics 1
Mountain West Montessori Academy,186355,186356,01455,35020000003,Creative Coding
Mountain West Montessori Academy,186355,186356,01455,35020000004,Intro to Python 1
Mountainville Academy,185688,185688,01152,35020000003,Creative Coding
Mountainville Academy,185688,185688,01152,35020000007,Exploring Computer Science I  (CS)
Mt. Jordan Middle,186056,719,00316,35020000003,Creative Coding
Mueller Park Jr High,308,367,00750,35020000003,Creative Coding
Mueller Park Jr High,308,367,00750,35020000004,Intro to Python 1
Mueller Park Jr High,308,367,00750,35020000007,Exploring Computer Science I  (CS)
Murray High,1275,1289,00374,35020000030,Computer Programming I
Murray High,1275,1289,00374,35020000035,Computer Science Principles
Murray High,1275,1289,00374,35020013032,Computer Programming 2 CE
Nebo Advanced Learning Center,800,186281,01458,35020000007,Exploring Computer Science I  (CS)
Nebo Advanced Learning Center,800,186281,01458,35020000030,Computer Programming I
Nebo Advanced Learning Center,800,186281,01458,35020000032,Computer Programming 2
